interaction_id,user_id,content_id,interaction_type,interaction_date
I024583,U30079,N09446,like,2024-08-19 00:00:00
I024584,U06658,A01417,comment,2024-08-10 00:00:00
I024585,U35413,A17424,like,2024-08-16 00:00:00
I024586,U33290,N12272,like,2024-06-27 00:00:00
I024587,U36508,A19633,like,2024-07-31 00:00:00
I024588,U25801,A03639,share,2024-07-12 00:00:00
I024589,U32103,A24719,like,2024-07-24 00:00:00
I024590,U21886,A12612,like,2024-08-18 00:00:00
I024591,U09653,N10439,like,2024-07-01 00:00:00
I024592,U20538,A09030,like,2024-08-02 00:00:00
I024593,U30106,A19866,comment,2024-07-29 00:00:00
I024594,U20704,A13593,comment,2024-07-12 00:00:00
I024595,U18239,A03535,like,2024-08-14 00:00:00
I024596,U05548,A18793,comment,2024-07-20 00:00:00
I024597,U15737,A22525,share,2024-06-14 00:00:00
I024598,U27007,A12419,comment,2024-08-15 00:00:00
I024599,U06046,A00848,comment,2024-07-19 00:00:00
I024600,U24728,A17391,like,2024-08-11 00:00:00
I024601,U17132,N07847,share,2024-08-12 00:00:00
I024602,U03206,A05738,comment,2024-04-24 00:00:00
I024603,U32717,A22301,comment,2024-05-31 00:00:00
I024604,U32130,A04546,comment,2024-06-27 00:00:00
I024605,U28336,N13085,save_favorite,2024-08-07 00:00:00
I024606,U31310,A17414,like,2024-06-26 00:00:00
I024607,U22308,N10623,save_favorite,2024-04-19 00:00:00
I024608,U26681,A24836,like,2024-04-15 00:00:00
I024609,U04187,A19460,comment,2024-08-06 00:00:00
I024610,U27802,A01486,like,2024-04-22 00:00:00
I024611,U06089,N08785,like,2024-07-18 00:00:00
I024612,U19697,A24886,like,2024-02-23 00:00:00
I024613,U29281,A01168,comment,2024-07-21 00:00:00
I024614,U17928,N08847,save_favorite,2024-04-30 00:00:00
I024615,U23300,A19560,comment,2024-05-12 00:00:00
I024616,U23097,A02359,comment,2024-04-20 00:00:00
I024617,U25127,N14169,save_favorite,2024-08-01 00:00:00
I024618,U24271,A12213,like,2024-08-16 00:00:00
I024619,U29778,A08771,like,2024-08-04 00:00:00
I024620,U20044,N07428,like,2024-04-01 00:00:00
I024621,U37903,A21069,comment,2024-02-15 00:00:00
I024622,U23343,A18119,like,2024-08-09 00:00:00
I024623,U08858,N14213,like,2024-07-08 00:00:00
I024624,U09037,A12155,share,2024-05-24 00:00:00
I024625,U37247,A00426,comment,2024-08-16 00:00:00
I024626,U14536,N10853,save_favorite,2024-08-20 00:00:00
I024627,U34005,N08539,like,2024-05-25 00:00:00
I024628,U19268,N12127,save_favorite,2024-07-29 00:00:00
I024629,U14433,N01021,share,2024-08-19 00:00:00
I024630,U05487,N13032,like,2024-06-28 00:00:00
I024631,U07827,A00080,like,2024-05-10 00:00:00
I024632,U05558,A01056,comment,2024-04-18 00:00:00
I024633,U04377,N08370,share,2024-08-16 00:00:00
I024634,U30500,A18057,like,2024-08-20 00:00:00
I024635,U02783,A07986,like,2024-06-17 00:00:00
I024636,U22229,A18141,like,2024-07-23 00:00:00
I024637,U32541,A00965,share,2024-08-01 00:00:00
I024638,U31842,A14104,like,2024-06-13 00:00:00
I024639,U30267,A23621,comment,2024-07-25 00:00:00
I024640,U16922,A08345,comment,2024-03-02 00:00:00
I024641,U28228,A17629,comment,2024-06-21 00:00:00
I024642,U02591,A23951,like,2024-07-22 00:00:00
I024643,U08922,A11524,like,2024-07-22 00:00:00
I024644,U25662,A15770,like,2024-07-13 00:00:00
I024645,U32218,N01767,like,2024-07-22 00:00:00
I024646,U34894,A20607,like,2024-07-18 00:00:00
I024647,U20758,N12654,save_favorite,2024-08-16 00:00:00
I024648,U03405,A08759,like,2024-04-15 00:00:00
I024649,U39700,A19193,like,2024-07-01 00:00:00
I024650,U18704,N04463,like,2024-06-30 00:00:00
I024651,U32503,A17389,comment,2024-06-05 00:00:00
I024652,U16475,N12167,like,2024-08-04 00:00:00
I024653,U04259,N03676,share,2024-07-15 00:00:00
I024654,U21662,N14391,like,2024-05-21 00:00:00
I024655,U35852,A04123,like,2024-06-16 00:00:00
I024656,U17619,N08227,like,2024-07-24 00:00:00
I024657,U14177,A02496,like,2024-08-08 00:00:00
I024658,U09805,A12219,like,2024-06-28 00:00:00
I024659,U38293,A18828,like,2024-04-21 00:00:00
I024660,U20441,A08509,like,2024-06-14 00:00:00
I024661,U12096,N03324,share,2024-07-16 00:00:00
I024662,U11654,A04643,comment,2024-08-11 00:00:00
I024663,U30394,N02526,like,2024-01-23 00:00:00
I024664,U27042,N12033,share,2024-05-19 00:00:00
I024665,U09311,A05136,comment,2024-08-02 00:00:00
I024666,U34846,N00748,save_favorite,2024-03-20 00:00:00
I024667,U23735,A16560,like,2024-08-08 00:00:00
I024668,U28364,A23861,like,2024-07-29 00:00:00
I024669,U32780,A05548,comment,2024-08-18 00:00:00
I024670,U37621,A08047,comment,2024-04-03 00:00:00
I024671,U13852,A15406,like,2024-08-09 00:00:00
I024672,U13860,A19693,comment,2024-08-19 00:00:00
I024673,U38209,N09280,like,2024-08-20 00:00:00
I024674,U09311,A21056,like,2024-07-14 00:00:00
I024675,U27927,N06890,like,2024-03-02 00:00:00
I024676,U35515,A02934,comment,2024-07-14 00:00:00
I024677,U27478,A18804,like,2024-07-31 00:00:00
I024678,U24593,A16857,comment,2024-05-30 00:00:00
I024679,U32508,N00810,like,2024-03-24 00:00:00
I024680,U37375,N03237,like,2024-05-07 00:00:00
I024681,U05480,A12349,comment,2024-07-22 00:00:00
I024682,U28778,N02436,like,2024-07-17 00:00:00
I024683,U13003,N12688,like,2024-06-10 00:00:00
I024684,U28196,N10918,save_favorite,2024-07-21 00:00:00
I024685,U12641,A16474,like,2024-07-26 00:00:00
I024686,U24397,A24444,like,2024-04-04 00:00:00
I024687,U39716,N14832,save_favorite,2024-07-17 00:00:00
I024688,U38395,N13471,like,2024-06-29 00:00:00
I024689,U05455,N12552,like,2024-04-29 00:00:00
I024690,U32857,N07047,like,2024-06-09 00:00:00
I024691,U07598,A04614,like,2024-01-04 00:00:00
I024692,U19865,N13594,share,2024-08-18 00:00:00
I024693,U07477,N10246,save_favorite,2024-08-19 00:00:00
I024694,U07444,A22530,share,2024-07-30 00:00:00
I024695,U32029,A10415,like,2024-07-15 00:00:00
I024696,U27387,N06778,like,2024-06-02 00:00:00
I024697,U05614,A22244,comment,2024-06-18 00:00:00
I024698,U18146,N14961,like,2024-08-15 00:00:00
I024699,U19194,A06223,comment,2024-07-20 00:00:00
I024700,U07799,N00493,share,2024-07-01 00:00:00
I024701,U27585,N07610,save_favorite,2024-05-15 00:00:00
I024702,U25945,N02169,share,2024-07-06 00:00:00
I024703,U19869,A19967,comment,2024-06-25 00:00:00
I024704,U29012,N10574,like,2024-07-21 00:00:00
I024705,U30036,N00245,share,2024-07-19 00:00:00
I024706,U11297,A22994,like,2024-08-08 00:00:00
I024707,U31209,N00395,like,2024-07-09 00:00:00
I024708,U23499,A14065,share,2024-06-14 00:00:00
I024709,U26628,N04945,save_favorite,2024-07-15 00:00:00
I024710,U31397,N14569,share,2024-05-28 00:00:00
I024711,U24955,A15874,comment,2024-08-04 00:00:00
I024712,U23351,A16239,comment,2024-05-30 00:00:00
I024713,U07220,N05747,save_favorite,2024-07-09 00:00:00
I024714,U20818,A08545,comment,2024-08-03 00:00:00
I024715,U09106,N14521,share,2024-05-15 00:00:00
I024716,U18479,N02251,like,2024-08-14 00:00:00
I024717,U35159,A21529,like,2024-08-20 00:00:00
I024718,U12382,A15063,share,2024-06-29 00:00:00
I024719,U27207,A06929,like,2024-06-02 00:00:00
I024720,U03237,N05820,like,2024-06-13 00:00:00
I024721,U09731,A22458,comment,2024-06-23 00:00:00
I024722,U38495,A11245,comment,2024-08-18 00:00:00
I024723,U03331,N04153,like,2024-08-17 00:00:00
I024724,U37319,A20712,comment,2024-08-15 00:00:00
I024725,U15388,N06718,like,2024-06-09 00:00:00
I024726,U35559,A23536,comment,2024-05-09 00:00:00
I024727,U36485,A04443,share,2024-05-18 00:00:00
I024728,U38276,N00802,save_favorite,2024-04-13 00:00:00
I024729,U22788,A18359,like,2024-08-15 00:00:00
I024730,U33261,A04275,like,2024-07-09 00:00:00
I024731,U38781,N11581,like,2024-06-07 00:00:00
I024732,U34024,N09977,like,2024-03-07 00:00:00
I024733,U05012,A14720,comment,2024-05-13 00:00:00
I024734,U28900,A08387,comment,2024-07-20 00:00:00
I024735,U35618,A24915,like,2024-05-11 00:00:00
I024736,U13815,A21046,comment,2024-06-24 00:00:00
I024737,U16480,A04255,like,2024-08-09 00:00:00
I024738,U39710,N12501,like,2024-07-30 00:00:00
I024739,U07166,A05838,like,2024-05-12 00:00:00
I024740,U12571,N10533,save_favorite,2024-07-16 00:00:00
I024741,U30090,N08033,like,2024-08-17 00:00:00
I024742,U23609,A17662,like,2024-08-20 00:00:00
I024743,U27426,A11851,like,2024-07-22 00:00:00
I024744,U25860,N07570,share,2024-05-09 00:00:00
I024745,U28422,A10638,comment,2024-01-27 00:00:00
I024746,U08058,A15707,like,2024-08-06 00:00:00
I024747,U37173,A05021,comment,2024-07-31 00:00:00
I024748,U04216,A14394,share,2024-08-09 00:00:00
I024749,U14544,N10163,save_favorite,2024-08-12 00:00:00
I024750,U20902,N03674,share,2024-02-20 00:00:00
I024751,U25032,N10665,like,2024-07-01 00:00:00
I024752,U23057,A05325,like,2024-03-31 00:00:00
I024753,U22909,A23530,like,2024-04-07 00:00:00
I024754,U08724,A02761,comment,2024-08-10 00:00:00
I024755,U07131,A05509,like,2024-08-16 00:00:00
I024756,U28928,A00560,share,2024-05-30 00:00:00
I024757,U34119,N04161,save_favorite,2024-08-19 00:00:00
I024758,U20810,A15559,comment,2024-07-03 00:00:00
I024759,U34633,A07363,like,2024-08-04 00:00:00
I024760,U30412,N06239,save_favorite,2024-07-14 00:00:00
I024761,U25416,A20614,comment,2024-08-04 00:00:00
I024762,U07011,A03658,comment,2024-08-01 00:00:00
I024763,U19160,A06561,comment,2024-08-12 00:00:00
I024764,U28614,N12996,share,2024-06-15 00:00:00
I024765,U31710,N07976,like,2024-07-28 00:00:00
I024766,U09823,A09826,comment,2024-06-19 00:00:00
I024767,U07454,A21665,like,2024-07-01 00:00:00
I024768,U29233,A16489,like,2024-02-28 00:00:00
I024769,U10398,N02487,like,2024-08-05 00:00:00
I024770,U06805,N06726,save_favorite,2024-06-01 00:00:00
I024771,U32149,A17658,comment,2024-08-15 00:00:00
I024772,U18263,A12459,like,2024-05-22 00:00:00
I024773,U34063,N12976,like,2024-04-28 00:00:00
I024774,U36072,A16872,like,2024-08-03 00:00:00
I024775,U34374,A21356,like,2024-08-02 00:00:00
I024776,U12727,A19026,like,2024-07-28 00:00:00
I024777,U23342,A22637,like,2024-03-05 00:00:00
I024778,U16516,N03145,like,2024-08-09 00:00:00
I024779,U39108,A13639,like,2024-02-17 00:00:00
I024780,U11197,A13216,comment,2024-08-13 00:00:00
I024781,U22035,A13665,like,2024-08-14 00:00:00
I024782,U30390,A23306,comment,2024-01-26 00:00:00
I024783,U31139,N14829,like,2024-08-03 00:00:00
I024784,U27139,A03220,like,2024-08-17 00:00:00
I024785,U04642,N14950,save_favorite,2024-03-17 00:00:00
I024786,U21665,A13879,comment,2024-08-19 00:00:00
I024787,U25639,A11985,comment,2024-06-20 00:00:00
I024788,U31236,N01727,like,2024-08-12 00:00:00
I024789,U06467,N02094,like,2024-06-22 00:00:00
I024790,U30372,N13543,like,2024-01-27 00:00:00
I024791,U28950,A19937,comment,2024-06-03 00:00:00
I024792,U05175,A10994,like,2024-05-29 00:00:00
I024793,U03855,A09175,share,2024-07-26 00:00:00
I024794,U28614,A21403,like,2024-08-11 00:00:00
I024795,U21902,A18400,comment,2024-07-02 00:00:00
I024796,U07080,A21308,comment,2024-06-13 00:00:00
I024797,U15194,A13619,like,2024-08-01 00:00:00
I024798,U05817,A04502,like,2024-06-12 00:00:00
I024799,U33686,A14188,comment,2024-08-10 00:00:00
I024800,U26056,N06894,share,2024-07-09 00:00:00
I024801,U23856,N13153,like,2024-06-21 00:00:00
I024802,U23942,A04196,comment,2024-08-16 00:00:00
I024803,U13263,N11994,like,2024-05-07 00:00:00
I024804,U23774,A24797,like,2024-08-15 00:00:00
I024805,U19814,N12632,like,2024-08-12 00:00:00
I024806,U29761,A16028,share,2024-06-07 00:00:00
I024807,U11382,A01491,comment,2024-05-06 00:00:00
I024808,U24208,A04182,comment,2024-02-14 00:00:00
I024809,U27893,N04776,share,2024-07-21 00:00:00
I024810,U28260,A18403,like,2024-04-01 00:00:00
I024811,U26969,N09774,like,2024-08-19 00:00:00
I024812,U25596,A02489,like,2024-07-21 00:00:00
I024813,U04397,A03893,comment,2024-06-22 00:00:00
I024814,U10310,A19212,like,2024-06-26 00:00:00
I024815,U33400,A04703,share,2024-05-31 00:00:00
I024816,U33247,A03697,like,2024-05-05 00:00:00
I024817,U16148,A08092,comment,2024-08-17 00:00:00
I024818,U03733,A24835,like,2024-08-20 00:00:00
I024819,U30601,A00144,share,2024-07-22 00:00:00
I024820,U25077,A10482,like,2024-08-19 00:00:00
I024821,U26749,N03011,save_favorite,2024-07-24 00:00:00
I024822,U15537,A12029,comment,2024-07-27 00:00:00
I024823,U21553,A13105,like,2024-05-13 00:00:00
I024824,U24265,N07223,share,2024-08-12 00:00:00
I024825,U21686,A18486,like,2024-08-15 00:00:00
I024826,U25354,A21960,comment,2024-05-28 00:00:00
I024827,U35452,N04455,like,2024-03-19 00:00:00
I024828,U02428,A01143,comment,2024-06-21 00:00:00
I024829,U35361,N07187,like,2024-03-29 00:00:00
I024830,U15037,A16524,share,2024-07-01 00:00:00
I024831,U21183,N02764,like,2024-02-18 00:00:00
I024832,U30686,A15863,comment,2024-06-15 00:00:00
I024833,U03162,A16979,like,2024-05-06 00:00:00
I024834,U19588,N03898,like,2024-08-12 00:00:00
I024835,U16121,A19356,share,2024-07-28 00:00:00
I024836,U29317,N01142,like,2024-07-09 00:00:00
I024837,U03497,A02175,like,2024-07-06 00:00:00
I024838,U23259,A21635,like,2024-06-25 00:00:00
I024839,U16075,A09423,like,2024-07-01 00:00:00
I024840,U16574,N11964,like,2024-05-27 00:00:00
I024841,U21687,A02806,share,2024-07-28 00:00:00
I024842,U07013,A19802,like,2024-08-05 00:00:00
I024843,U32439,N05628,save_favorite,2024-08-08 00:00:00
I024844,U22740,A00428,like,2024-07-21 00:00:00
I024845,U17945,N09084,like,2024-08-07 00:00:00
I024846,U39060,A11182,comment,2024-04-18 00:00:00
I024847,U26530,N12835,like,2024-04-29 00:00:00
I024848,U12217,N12397,save_favorite,2024-06-22 00:00:00
I024849,U27374,A09160,like,2024-07-29 00:00:00
I024850,U15444,A17255,comment,2024-08-02 00:00:00
I024851,U05170,N07585,like,2024-06-15 00:00:00
I024852,U15207,A22758,comment,2024-08-02 00:00:00
I024853,U36729,N09631,like,2024-08-20 00:00:00
I024854,U24314,A24319,comment,2024-08-17 00:00:00
I024855,U25523,N09592,like,2024-07-18 00:00:00
I024856,U16096,A22411,comment,2024-05-15 00:00:00
I024857,U10469,A08346,comment,2024-07-25 00:00:00
I024858,U23355,N02977,save_favorite,2024-02-14 00:00:00
I024859,U35833,N04323,share,2024-08-19 00:00:00
I024860,U14001,N14199,like,2024-04-24 00:00:00
I024861,U24188,A08055,comment,2024-08-07 00:00:00
I024862,U34222,A02133,like,2024-06-14 00:00:00
I024863,U19225,A06655,like,2024-06-13 00:00:00
I024864,U04003,A03936,comment,2024-07-12 00:00:00
I024865,U34763,N06330,share,2024-08-12 00:00:00
I024866,U33554,A04166,comment,2024-06-05 00:00:00
I024867,U13545,A13797,like,2024-01-23 00:00:00
I024868,U37241,A21798,like,2024-07-17 00:00:00
I024869,U34296,A18443,comment,2024-05-20 00:00:00
I024870,U09864,A06497,like,2024-05-08 00:00:00
I024871,U12503,A23187,comment,2024-03-04 00:00:00
I024872,U20372,N03189,like,2024-08-14 00:00:00
I024873,U14057,A00232,like,2024-06-27 00:00:00
I024874,U17047,N04796,like,2024-08-14 00:00:00
I024875,U28398,N09716,share,2024-05-22 00:00:00
I024876,U20934,A20386,like,2024-08-01 00:00:00
I024877,U30800,N14226,share,2024-06-11 00:00:00
I024878,U21698,N07928,like,2024-07-29 00:00:00
I024879,U04169,N14287,like,2024-06-27 00:00:00
I024880,U26566,N08515,like,2024-07-31 00:00:00
I024881,U10404,A02564,share,2024-07-06 00:00:00
I024882,U32403,N14756,like,2024-08-14 00:00:00
I024883,U39600,N03843,like,2024-07-20 00:00:00
I024884,U08703,N12756,like,2024-06-23 00:00:00
I024885,U32456,A04802,like,2024-07-14 00:00:00
I024886,U32078,A22952,like,2024-07-12 00:00:00
I024887,U38084,A04946,like,2024-04-24 00:00:00
I024888,U22059,A05746,like,2024-06-07 00:00:00
I024889,U36508,A07818,like,2024-06-15 00:00:00
I024890,U02802,N07956,share,2024-08-17 00:00:00
I024891,U25444,A24160,like,2024-04-11 00:00:00
I024892,U19870,A12393,comment,2024-05-29 00:00:00
I024893,U37295,A07872,share,2024-08-02 00:00:00
I024894,U14252,N03879,like,2024-07-31 00:00:00
I024895,U02679,N01044,like,2024-07-26 00:00:00
I024896,U02510,A22933,comment,2024-06-07 00:00:00
I024897,U07089,A04793,like,2024-07-26 00:00:00
I024898,U37104,N00173,like,2024-08-08 00:00:00
I024899,U23617,A11837,like,2024-06-30 00:00:00
I024900,U33909,N05852,like,2024-06-19 00:00:00
I024901,U13316,A00513,comment,2024-08-19 00:00:00
I024902,U08018,A21044,like,2024-07-27 00:00:00
I024903,U27805,A18497,comment,2024-07-16 00:00:00
I024904,U15342,A24379,comment,2024-08-14 00:00:00
I024905,U17460,A13029,like,2024-06-05 00:00:00
I024906,U14621,A17489,comment,2024-08-09 00:00:00
I024907,U20456,A21220,like,2024-08-16 00:00:00
I024908,U32645,N04610,save_favorite,2024-08-06 00:00:00
I024909,U34262,A21842,comment,2024-06-20 00:00:00
I024910,U34836,N06930,share,2024-08-06 00:00:00
I024911,U19451,A10668,like,2024-04-17 00:00:00
I024912,U38331,N00491,like,2024-08-11 00:00:00
I024913,U07126,A10802,like,2024-05-25 00:00:00
I024914,U32787,N00516,like,2024-06-05 00:00:00
I024915,U37550,N10346,save_favorite,2024-07-16 00:00:00
I024916,U05678,A07361,like,2024-06-05 00:00:00
I024917,U05653,A02641,share,2024-08-06 00:00:00
I024918,U32633,A21850,like,2024-06-24 00:00:00
I024919,U21046,A09251,comment,2024-06-22 00:00:00
I024920,U24281,N14189,like,2024-08-07 00:00:00
I024921,U11526,A19636,comment,2024-08-01 00:00:00
I024922,U06582,A09835,comment,2024-08-09 00:00:00
I024923,U24492,A13572,comment,2024-08-17 00:00:00
I024924,U10414,N02556,like,2024-07-07 00:00:00
I024925,U27741,A15465,like,2024-06-20 00:00:00
I024926,U32082,A11354,like,2024-03-22 00:00:00
I024927,U29581,A18249,like,2024-07-23 00:00:00
I024928,U27632,A24505,share,2024-06-30 00:00:00
I024929,U26409,N06124,like,2024-07-05 00:00:00
I024930,U36926,A13060,like,2024-08-20 00:00:00
I024931,U03487,N04982,like,2024-07-13 00:00:00
I024932,U23762,N01626,like,2024-07-09 00:00:00
I024933,U30769,N13679,like,2024-05-10 00:00:00
I024934,U15329,N04303,like,2024-04-04 00:00:00
I024935,U21576,N02752,like,2024-02-26 00:00:00
I024936,U33904,N14284,like,2024-06-07 00:00:00
I024937,U14849,A05127,like,2024-07-24 00:00:00
I024938,U28927,A00327,comment,2024-08-15 00:00:00
I024939,U02941,A18612,like,2024-07-16 00:00:00
I024940,U37805,A08797,comment,2024-08-01 00:00:00
I024941,U15976,N08658,save_favorite,2024-01-17 00:00:00
I024942,U36828,A24454,comment,2024-06-01 00:00:00
I024943,U05803,N12092,share,2024-08-16 00:00:00
I024944,U37322,A17703,like,2024-08-12 00:00:00
I024945,U12524,A16763,like,2024-08-20 00:00:00
I024946,U12054,A18495,like,2024-08-01 00:00:00
I024947,U35186,A16482,like,2024-07-20 00:00:00
I024948,U29368,N07216,like,2024-08-01 00:00:00
I024949,U08146,A03846,share,2024-08-18 00:00:00
I024950,U29749,A09853,like,2024-03-16 00:00:00
I024951,U26192,A18218,comment,2024-01-19 00:00:00
I024952,U11871,N10821,like,2024-06-30 00:00:00
I024953,U08524,A24274,like,2024-07-27 00:00:00
I024954,U09717,A19401,like,2024-08-16 00:00:00
I024955,U36594,N06867,save_favorite,2024-08-10 00:00:00
I024956,U25877,N06289,like,2024-08-13 00:00:00
I024957,U24135,A17719,comment,2024-08-08 00:00:00
I024958,U12955,A07390,comment,2024-07-09 00:00:00
I024959,U34509,A15653,comment,2024-05-03 00:00:00
I024960,U17826,N03655,like,2024-08-08 00:00:00
I024961,U22241,N11676,like,2024-07-13 00:00:00
I024962,U10376,A13553,comment,2024-07-27 00:00:00
I024963,U15223,A06733,share,2024-03-27 00:00:00
I024964,U19950,A21108,like,2024-07-24 00:00:00
I024965,U02990,N10141,like,2024-08-08 00:00:00
I024966,U16231,A17623,like,2024-07-14 00:00:00
I024967,U30103,A14558,like,2024-08-05 00:00:00
I024968,U07551,N00743,share,2024-08-10 00:00:00
I024969,U12182,A12508,like,2024-06-20 00:00:00
I024970,U15793,A12314,like,2024-05-10 00:00:00
I024971,U27064,A20496,share,2024-08-09 00:00:00
I024972,U12734,A05061,comment,2024-08-08 00:00:00
I024973,U14035,A12234,like,2024-06-18 00:00:00
I024974,U34888,A00180,like,2024-06-18 00:00:00
I024975,U28538,A09015,comment,2024-05-08 00:00:00
I024976,U17726,A23876,like,2024-02-16 00:00:00
I024977,U09100,A04726,comment,2024-08-16 00:00:00
I024978,U24378,A15051,comment,2024-07-27 00:00:00
I024979,U35529,A18015,comment,2024-07-18 00:00:00
I024980,U09486,N11609,like,2024-08-07 00:00:00
I024981,U19721,A03005,share,2024-06-10 00:00:00
I024982,U15046,A07853,comment,2024-08-03 00:00:00
I024983,U31447,N01558,like,2024-06-12 00:00:00
I024984,U25467,A22358,like,2024-04-18 00:00:00
I024985,U19908,A23076,share,2024-08-19 00:00:00
I024986,U13455,A03590,like,2024-06-22 00:00:00
I024987,U26084,A18895,comment,2024-08-16 00:00:00
I024988,U37178,A04761,like,2024-07-06 00:00:00
I024989,U18718,N10210,like,2024-05-18 00:00:00
I024990,U19519,A03290,like,2024-07-01 00:00:00
I024991,U15203,N04894,share,2024-04-04 00:00:00
I024992,U13381,A14124,comment,2024-04-29 00:00:00
I024993,U28704,A22219,comment,2024-07-17 00:00:00
I024994,U18547,N06486,like,2024-08-04 00:00:00
I024995,U25869,N09027,share,2024-07-07 00:00:00
I024996,U30905,A24936,like,2024-08-19 00:00:00
I024997,U21313,N10399,like,2024-07-09 00:00:00
I024998,U04590,A18991,like,2024-08-15 00:00:00
I024999,U05888,N01088,like,2024-02-15 00:00:00
I025000,U37100,A12567,like,2024-08-14 00:00:00
I025001,U25762,N13959,like,2024-08-20 00:00:00
I025002,U37111,A20776,comment,2024-01-12 00:00:00
I025003,U18069,N10274,like,2024-05-20 00:00:00
I025004,U23452,N03766,like,2024-07-24 00:00:00
I025005,U36728,N14705,save_favorite,2024-07-12 00:00:00
I025006,U16284,A14870,like,2024-04-13 00:00:00
I025007,U29166,A21035,like,2024-04-17 00:00:00
I025008,U34047,A08533,like,2024-07-05 00:00:00
I025009,U26067,N05641,like,2024-05-25 00:00:00
I025010,U04588,A24631,like,2024-08-16 00:00:00
I025011,U17250,A13848,like,2024-07-28 00:00:00
I025012,U21420,N07257,like,2024-08-17 00:00:00
I025013,U06932,N06445,like,2024-07-01 00:00:00
I025014,U27518,A16354,like,2024-06-05 00:00:00
I025015,U34365,N11122,save_favorite,2024-08-06 00:00:00
I025016,U21996,A15898,like,2024-07-24 00:00:00
I025017,U08938,N04180,like,2024-08-10 00:00:00
I025018,U29873,A18226,comment,2024-05-30 00:00:00
I025019,U17786,N14237,like,2024-04-26 00:00:00
I025020,U12746,A17994,comment,2024-03-30 00:00:00
I025021,U29885,N04543,like,2024-06-30 00:00:00
I025022,U13368,A24851,share,2024-08-16 00:00:00
I025023,U24606,A16753,share,2024-07-17 00:00:00
I025024,U09516,N03141,like,2024-07-10 00:00:00
I025025,U07677,A15844,comment,2024-06-29 00:00:00
I025026,U21509,A15928,comment,2024-03-27 00:00:00
I025027,U17989,A02466,like,2024-08-16 00:00:00
I025028,U27811,A13777,comment,2024-06-23 00:00:00
I025029,U11456,A06222,like,2024-06-27 00:00:00
I025030,U23283,A24757,comment,2024-03-30 00:00:00
I025031,U25890,A17013,comment,2024-01-20 00:00:00
I025032,U23222,A07070,comment,2024-05-17 00:00:00
I025033,U31429,N00278,like,2024-05-28 00:00:00
I025034,U16664,A06560,like,2024-05-28 00:00:00
I025035,U35731,N02517,save_favorite,2024-06-12 00:00:00
I025036,U22676,A11780,comment,2024-03-22 00:00:00
I025037,U04407,A11085,comment,2024-08-19 00:00:00
I025038,U16583,N00660,like,2024-07-02 00:00:00
I025039,U34580,A19021,comment,2024-06-17 00:00:00
I025040,U39070,N13475,like,2024-01-31 00:00:00
I025041,U13902,N06818,save_favorite,2024-07-06 00:00:00
I025042,U22861,N10256,share,2024-06-13 00:00:00
I025043,U38172,N02615,like,2024-06-25 00:00:00
I025044,U24235,A10253,comment,2024-06-19 00:00:00
I025045,U06032,N01085,share,2024-06-04 00:00:00
I025046,U30626,A17329,comment,2024-08-13 00:00:00
I025047,U25910,A06465,share,2024-08-14 00:00:00
I025048,U29259,A15158,like,2024-04-08 00:00:00
I025049,U35633,A00398,like,2024-06-26 00:00:00
I025050,U39010,A06754,comment,2024-08-02 00:00:00
I025051,U04183,A15330,like,2024-08-13 00:00:00
I025052,U36496,N00846,like,2024-07-04 00:00:00
I025053,U05424,A05400,like,2024-06-17 00:00:00
I025054,U08086,N06872,like,2024-07-08 00:00:00
I025055,U05080,A05785,comment,2024-05-18 00:00:00
I025056,U17142,A16338,like,2024-04-03 00:00:00
I025057,U29887,A22334,comment,2024-05-10 00:00:00
I025058,U07517,N02894,like,2024-07-17 00:00:00
I025059,U11201,A07543,like,2024-08-12 00:00:00
I025060,U09967,A12695,like,2024-06-01 00:00:00
I025061,U02709,N09082,like,2024-06-28 00:00:00
I025062,U22574,A14476,like,2024-07-16 00:00:00
I025063,U08227,A06323,share,2024-08-15 00:00:00
I025064,U08911,N08189,like,2024-07-30 00:00:00
I025065,U32372,A08523,comment,2024-08-16 00:00:00
I025066,U18057,A03650,share,2024-06-15 00:00:00
I025067,U11691,A24593,comment,2024-06-23 00:00:00
I025068,U12130,N13030,share,2024-06-14 00:00:00
I025069,U11915,N12052,like,2024-06-01 00:00:00
I025070,U32335,N02660,like,2024-07-03 00:00:00
I025071,U19420,A08101,like,2024-07-04 00:00:00
I025072,U39235,N05857,share,2024-08-19 00:00:00
I025073,U14838,A18281,like,2024-06-12 00:00:00
I025074,U15920,N05636,share,2024-03-13 00:00:00
I025075,U13357,N05266,save_favorite,2024-06-15 00:00:00
I025076,U12483,N04091,like,2024-07-10 00:00:00
I025077,U06473,A04064,share,2024-07-03 00:00:00
I025078,U06221,N03457,like,2024-05-12 00:00:00
I025079,U10888,N06005,like,2024-08-12 00:00:00
I025080,U15328,N04299,save_favorite,2024-08-08 00:00:00
I025081,U29574,A19356,like,2024-06-12 00:00:00
I025082,U23674,N00021,like,2024-08-19 00:00:00
I025083,U20585,N08471,like,2024-07-09 00:00:00
I025084,U07504,N02798,like,2024-07-30 00:00:00
I025085,U22724,N01550,like,2024-07-03 00:00:00
I025086,U21129,A19542,like,2024-07-13 00:00:00
I025087,U26766,A21739,comment,2024-07-16 00:00:00
I025088,U34877,A04262,like,2024-04-27 00:00:00
I025089,U12421,A20076,like,2024-03-01 00:00:00
